GeoLoc,OrgPerc,IMAPerc,NumPend,MaintTime,AWMDays,AWMProb,UtilOrg,UtilIMA,UtilDiff
Overall,0.68,0.32,23,9.879218608,0.411030431,0.134786147,0.441536795,0.406215591,0.385941409
Overall,0.72,0.28,23,9.885578736,0.417390558,0.138106725,0.418003627,0.464616733,0.37711804
Overall,0.78,0.22,23,11.63672123,2.168533052,0.206626683,0.385241339,0.591075412,0.629276269
Overall,0.8,0.2,23,11.33165482,1.863466644,0.208621251,0.376285842,0.634771295,0.618910059
Overall,0.28,0.72,27,34.60352668,25.13533851,0.584602402,0.926886906,0.147555096,0.878017172
Overall,0.32,0.68,27,34.31046465,24.84227647,0.482996743,0.812081325,0.158671834,0.857276433
Overall,0.38,0.62,27,16.0560936,6.587905423,0.469283099,0.787049953,0.206923891,0.840965987
Overall,0.44,0.56,27,10.32859066,0.860402484,0.268038782,0.681861981,0.229854301,0.670155058
Overall,0.46,0.54,27,10.3518496,0.883661423,0.263819541,0.653017415,0.239119622,0.655823778
Overall,0.52,0.48,27,9.845093719,0.376905541,0.151763534,0.579188526,0.271156564,0.521850617
Overall,0.58,0.42,27,9.629270174,0.161081997,0.083691754,0.517930701,0.306775904,0.412471695
Overall,0.6,0.4,27,9.595724323,0.127536145,0.081073824,0.499616865,0.320409512,0.388945232
Overall,0.68,0.32,27,9.594114669,0.125926491,0.059503394,0.441776963,0.404021656,0.244335807
Overall,0.74,0.26,27,9.730506843,0.262318666,0.078095668,0.405610028,0.494877805,0.320298922
Overall,0.76,0.24,27,9.76265171,0.294463532,0.085479697,0.39525945,0.537030429,0.33488511
Overall,0.82,0.18,27,11.4482471,1.980058926,0.184307246,0.365826771,0.711090158,0.590818021
Overall,0.28,0.72,29,34.60352668,25.13533851,0.584602402,0.926886906,0.147555096,0.861649982
Overall,0.34,0.66,29,16.34981655,6.881628377,0.522357715,0.877373753,0.190950972,0.84713353
Overall,0.36,0.64,29,16.0113356,6.543147419,0.485774964,0.829983386,0.198159683,0.832049115
Overall,0.42,0.58,29,10.35817649,0.889988316,0.283633287,0.714152292,0.217286188,0.660317151
Overall,0.48,0.52,29,9.822336427,0.354148249,0.160924078,0.626353224,0.248324711,0.527168197
Overall,0.5,0.5,29,9.873878084,0.405689907,0.157904652,0.604379139,0.257756287,0.50333251
Overall,0.56,0.44,29,9.626626268,0.15843809,0.083107169,0.536792269,0.291480833,0.392838968
Overall,0.62,0.38,29,9.554267715,0.086079537,0.047700324,0.483841916,0.338767951,0.286223244
Overall,0.68,0.32,29,9.56470932,0.096521142,0.038114508,0.443809645,0.405615509,0.191196954
Overall,0.7,0.3,29,9.584786349,0.116598171,0.041157086,0.429185864,0.432400079,0.167906167
Overall,0.76,0.24,29,9.774948064,0.306759886,0.074787156,0.394161345,0.534087834,0.294017148
Overall,0.82,0.18,29,11.52119326,2.053005081,0.178682083,0.367110653,0.719209513,0.566857076
Overall,0.28,0.72,30,34.60352668,25.13533851,0.584602402,0.926886906,0.147555096,0.854172614
Overall,0.34,0.66,30,16.34981655,6.881628377,0.522357715,0.877373753,0.190950972,0.835510088
Overall,0.4,0.6,30,10.43268241,0.964494229,0.305712556,0.75025826,0.210653284,0.664341303
Overall,0.42,0.58,30,10.34172428,0.873536107,0.278904484,0.713517296,0.220920823,0.634791509
Overall,0.48,0.52,30,9.816272926,0.348084749,0.15864473,0.62474231,0.246519069,0.504054694
Overall,0.54,0.46,30,9.647670769,0.179482591,0.084527352,0.555429422,0.280044289,0.382953307
Overall,0.6,0.4,30,9.553779764,0.085591586,0.046599081,0.500249781,0.320651683,0.288548453
Overall,0.62,0.38,30,9.561332498,0.09314432,0.04698387,0.484096875,0.339557006,0.248909862
Overall,0.68,0.32,30,9.552321783,0.084133606,0.033223965,0.44193516,0.402863646,0.145457473
Overall,0.74,0.26,30,9.619070097,0.150881919,0.05112114,0.405596248,0.493109799,0.202266177
Overall,0.8,0.2,30,10.23587989,0.767691717,0.123049498,0.376088805,0.644450386,0.399730646
Overall,0.36,0.64,39,21.33644912,11.86826094,0.360418831,0.778643621,0.186471826,0.827333765
Overall,0.4,0.6,39,21.085972,11.61778382,0.287388485,0.700616813,0.19639214,0.815701415
Overall,0.46,0.54,39,13.0239626,3.555774419,0.272755147,0.651914408,0.237428716,0.79118219
Overall,0.52,0.48,39,10.04603864,0.577850459,0.168998178,0.578356719,0.269585801,0.606917737
Overall,0.56,0.44,39,9.988924096,0.520735918,0.153821301,0.535571365,0.293711839,0.57374124
Overall,0.62,0.38,39,9.851268031,0.383079854,0.112684056,0.484595531,0.340017359,0.430597848
Overall,0.66,0.34,39,9.825563464,0.357375286,0.108448324,0.454869358,0.379589277,0.383122428
Overall,0.4,0.6,40,21.09459174,11.62640357,0.289112691,0.700642458,0.197379878,0.821040209
Overall,0.44,0.56,40,21.02786297,11.55967479,0.250045966,0.636747987,0.212826513,0.803770665
Overall,0.5,0.5,40,12.88539053,3.417202352,0.257610378,0.598964425,0.257725517,0.778350994
Overall,0.54,0.46,40,13.03646567,3.568277487,0.247299734,0.554896759,0.279358938,0.755444901
Overall,0.6,0.4,40,10.13188972,0.663701544,0.167793129,0.500141664,0.320987232,0.565957377
Overall,0.64,0.36,40,10.14424478,0.676056601,0.165987981,0.469903532,0.35857423,0.52770307
Overall,0.48,0.52,42,20.93745975,11.46927157,0.238714597,0.584009053,0.22893569,0.803529726
Overall,0.52,0.48,42,20.97455529,11.50636711,0.227387314,0.538607187,0.247990852,0.784328178
Overall,0.56,0.44,42,20.92233697,11.4541488,0.221387279,0.500300046,0.269492922,0.760785385
Pendleton,0.5,0.5,16,50.15108495,40.68514738,0.725637381,1.000050976,0.410488528,0.589562448
Pendleton,0.625,0.375,16,20.18800877,10.72207121,0.811052413,0.993721702,0.709120974,0.284600729
Pendleton,0.75,0.25,16,30.18326708,20.71732951,0.700575884,0.788969871,0.998146173,0.209176302
Pendleton,0.470588235,0.529411765,17,49.96218427,40.4962467,0.714145065,0.99941998,0.360221126,0.639198854
Pendleton,0.588235294,0.411764706,17,19.43059854,9.964660974,0.759183649,0.993513591,0.610612839,0.382900752
Pendleton,0.705882353,0.294117647,17,13.75567609,4.289738523,0.625681014,0.834325213,0.861185968,0.026860755
Pendleton,0.421052632,0.578947368,19,50.25822645,40.79228889,0.706703512,1.000075867,0.29521317,0.704862696
Pendleton,0.526315789,0.473684211,19,19.42492585,9.958988282,0.702378509,0.993412981,0.475279755,0.518133226
Pendleton,0.631578947,0.368421053,19,10.99937368,1.533436114,0.461453295,0.830281467,0.60667726,0.223604207
Pendleton,0.736842105,0.263157895,19,12.81256841,3.34663084,0.462346593,0.715894056,0.858768938,0.142874882
Pendleton,0.4,0.6,20,50.16809586,40.70215829,0.705410202,0.999965753,0.271911536,0.728054217
Pendleton,0.5,0.5,20,19.32853936,9.86260179,0.68751067,0.99394487,0.426937668,0.567007202
Pendleton,0.6,0.4,20,10.90802088,1.44208331,0.434112771,0.834301185,0.536597286,0.297703899
Pendleton,0.7,0.3,20,10.81242605,1.346488478,0.360128205,0.714182942,0.710007114,0.004175828
Pendleton,0.8,0.2,20,29.64292094,20.17698337,0.460097755,0.592754148,0.997945528,0.40519138
Pendleton,0.476190476,0.523809524,21,19.55901942,10.09308186,0.678860248,0.994321318,0.38859341,0.605727907
Pendleton,0.80952381,0.19047619,21,29.28495971,19.81902214,0.431506996,0.56107782,0.998212604,0.437134784
Pendleton,0.347826087,0.652173913,23,50.04329557,40.577358,0.70360355,1.000883215,0.209386089,0.791497126
Pendleton,0.434782609,0.565217391,23,20.13674319,10.67080563,0.673824043,0.99434026,0.32901336,0.665326901
Pendleton,0.52173913,0.47826087,23,10.79152819,1.32559062,0.393179384,0.835043429,0.393475559,0.44156787
Pendleton,0.608695652,0.391304348,23,10.06147268,0.595535117,0.243925961,0.71464104,0.478362669,0.236278372
Pendleton,0.695652174,0.304347826,23,10.07366548,0.607727909,0.202082802,0.626212804,0.618833398,0.007379406
Pendleton,0.782608696,0.217391304,23,12.16186283,2.695925263,0.29076172,0.559442742,0.845340256,0.285897514
Pendleton,0.48,0.52,25,10.71406032,1.24812275,0.38665715,0.832365534,0.326386052,0.505979481
Pendleton,0.56,0.44,25,10.02197655,0.55603898,0.225221977,0.716175535,0.390676986,0.325498549
Pendleton,0.296296296,0.703703704,27,50.0690581,40.60312053,0.704346766,0.999730096,0.171314895,0.828415201
Pendleton,0.37037037,0.62962963,27,19.30404827,9.838110704,0.669343649,0.994583989,0.250615347,0.743968642
Pendleton,0.444444444,0.555555556,27,10.72567494,1.259737374,0.38421771,0.833125306,0.287134766,0.54599054
Pendleton,0.518518519,0.481481481,27,10.00248693,0.536549361,0.223635615,0.718212163,0.333648988,0.384563175
Pendleton,0.592592593,0.407407407,27,9.662092815,0.196155247,0.120961217,0.62469214,0.388762675,0.235929465
Pendleton,0.666666667,0.333333333,27,9.626554575,0.160617008,0.086144971,0.55603469,0.475682101,0.080352589
Pendleton,0.740740741,0.259259259,27,9.829605847,0.36366828,0.109161471,0.499900791,0.614978642,0.115077851
Pendleton,0.814814815,0.185185185,27,12.20615042,2.74021285,0.233978402,0.454285561,0.854218824,0.399933262
Pendleton,0.275862069,0.724137931,29,49.85778015,40.39184258,0.704626699,1.000110746,0.153579366,0.84653138
Pendleton,0.344827586,0.655172414,29,19.21192281,9.745985245,0.669323056,0.995657383,0.220209356,0.775448027
Pendleton,0.413793103,0.586206897,29,10.75819872,1.292261157,0.389968059,0.833622999,0.246690596,0.586932404
Pendleton,0.482758621,0.517241379,29,9.958711064,0.492773497,0.224836163,0.7200968,0.287230275,0.432866525
Pendleton,0.551724138,0.448275862,29,9.682174026,0.216236458,0.120629671,0.626951974,0.330473797,0.296478177
Pendleton,0.620689655,0.379310345,29,9.575009337,0.109071769,0.068985719,0.555824958,0.388260203,0.167564755
Pendleton,0.689655172,0.310344828,29,9.587170098,0.12123253,0.053324711,0.502697532,0.478427514,0.024270018
Pendleton,0.75862069,0.24137931,29,9.835046687,0.36910912,0.092924429,0.453533707,0.606541494,0.153007786
Pendleton,0.827586207,0.172413793,29,12.38692585,2.920988286,0.227360802,0.417833423,0.862359113,0.44452569
Pendleton,0.266666667,0.733333333,30,49.85778015,40.39184258,0.704626699,1.000110746,0.146598486,0.85351226
Pendleton,0.333333333,0.666666667,30,19.39885206,9.932914493,0.667724644,0.992894104,0.209295781,0.783598324
Pendleton,0.4,0.6,30,10.78388421,1.317946643,0.392903524,0.836618257,0.235539627,0.60107863
Pendleton,0.466666667,0.533333333,30,9.975712169,0.509774602,0.220307374,0.714429909,0.268400644,0.446029265
Pendleton,0.533333333,0.466666667,30,9.69741231,0.231474742,0.117978487,0.625312934,0.304205244,0.32110769
Pendleton,0.6,0.4,30,9.585053443,0.119115876,0.065954645,0.55584662,0.358218483,0.197628137
Pendleton,0.666666667,0.333333333,30,9.560620799,0.094683232,0.041434115,0.501472317,0.43062619,0.070846126
Pendleton,0.733333333,0.266666667,30,9.617231208,0.151293641,0.056708093,0.454851981,0.535620682,0.080768701
Pendleton,0.8,0.2,30,10.33442661,0.86848904,0.140330121,0.417071105,0.714346,0.297274894
Pendleton,0.866666667,0.133333333,30,30.29752377,20.83158621,0.302799662,0.359359911,1.001649985,0.642290074
Pendleton,0.258064516,0.741935484,31,50.21841836,40.75248079,0.704568647,1.000200464,0.142512478,0.857687987
Pendleton,0.322580645,0.677419355,31,18.59982422,9.133886654,0.664681035,0.991835089,0.201691971,0.790143117
Pendleton,0.387096774,0.612903226,31,10.74034998,1.274412412,0.387569347,0.834406621,0.226332404,0.608074217
Pendleton,0.451612903,0.548387097,31,9.968123048,0.50218548,0.21950105,0.714455922,0.250209003,0.46424692
Pendleton,0.516129032,0.483870968,31,9.662304295,0.196366727,0.118417356,0.625571331,0.282999527,0.342571804
Pendleton,0.580645161,0.419354839,31,9.603138621,0.137201054,0.065772938,0.55743045,0.330312831,0.227117619
Pendleton,0.64516129,0.35483871,31,9.513511536,0.047573969,0.035647194,0.49950339,0.388665492,0.110837898
Pendleton,0.709677419,0.290322581,31,9.548499825,0.082562258,0.036429515,0.454039061,0.476028478,0.021989417
Pendleton,0.774193548,0.225806452,31,9.841958078,0.37602051,0.085511658,0.417684892,0.616758193,0.199073302
Pendleton,0.25,0.75,32,50.02630115,40.56036359,0.70279289,1.000054822,0.141606551,0.858448271
Pendleton,0.3125,0.6875,32,19.55075027,10.08481271,0.666571995,0.992578811,0.197087458,0.795491354
Pendleton,0.375,0.625,32,10.70854659,1.242609026,0.386368135,0.833879615,0.213978545,0.619901069
